PreTrainingPAS4_loop.thisRepN,PreTrainingPAS4_loop.thisTrialN,PreTrainingPAS4_loop.thisN,PreTrainingPAS4_loop.thisIndex,PreTrainingPAS1_loop.thisRepN,PreTrainingPAS1_loop.thisTrialN,PreTrainingPAS1_loop.thisN,PreTrainingPAS1_loop.thisIndex,RepeatCV_loop.thisRepN,RepeatCV_loop.thisTrialN,RepeatCV_loop.thisN,RepeatCV_loop.thisIndex,TrainingCV_loop.thisRepN,TrainingCV_loop.thisTrialN,TrainingCV_loop.thisN,TrainingCV_loop.thisIndex,TrainingCAL_loop.thisRepN,TrainingCAL_loop.thisTrialN,TrainingCAL_loop.thisN,TrainingCAL_loop.thisIndex,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,TrainingPAS1_loop.thisRepN,TrainingPAS1_loop.thisTrialN,TrainingPAS1_loop.thisN,TrainingPAS1_loop.thisIndex,spacebarWelcome0.started,spacebarWelcome0.keys,spacebarWelcome0.rt,spacebarWelcome1.started,gaborWelcome1.started,maskWelcome1.started,textMaskWelcome1.started,spacebarWelcome1.keys,spacebarWelcome1.rt,spacebarWelcome2.started,spacebarWelcome2.keys,spacebarWelcome2.rt,textInst_PreTrainingPAS4.started,spacebarPreTrainingPAS4.started,spacebarPreTrainingPAS4.keys,spacebarPreTrainingPAS4.rt,textPreTrainingPAS1.started,spacebarPreTrainingPAS1.started,spacebarPreTrainingPAS1.keys,spacebarPreTrainingPAS1.rt,textQUEST0.started,spacebarQUEST0.started,spacebarQUEST0.keys,spacebarQUEST0.rt,spacebar0.started,spacebar0.keys,spacebar0.rt,spacebar1.started,spacebar1.keys,spacebar1.rt,textInstructions2.started,spacebar2.started,Gabor1Inst2.started,Gabor2Inst2.started,Gabor3Inst2.started,Gabor4Inst2.started,spacebar2.keys,spacebar2.rt,textInstructionsPAS.started,spacebarInstPAS.started,spacebarInstPAS.keys,spacebarInstPAS.rt,textInstructions3.started,spacebar3.started,spacebar3.keys,spacebar3.rt,WMresp_CV,WMresp_CV_acc,oriMemo_CV,gyre_CV,oriTest_CV,feedbackText.started,sliderCV.started,PAStextCV.started,PASkeyCV.started,sliderCV.response,sliderCV.rt,PASkeyCV.keys,PASkeyCV.corr,PASkeyCV.rt,feedbackText.stopped,TextInstructionsCAL.started,spacebarCAL.started,spacebarCAL.keys,spacebarCAL.rt,contrast,WMresp_CAL,WMresp_CAL_acc,oriMemo_CAL,gyre_CAL,oriTest_CAL,cue_CAL,sliderCAL.started,PAStextCAL.started,PASkeyCAL.started,sliderCAL.response,sliderCAL.rt,PASkeyCAL.keys,PASkeyCAL.corr,PASkeyCAL.rt,propUnseen_CAL,textStart.started,spacebar4.started,spacebar4.keys,spacebar4.rt,three.started,three.stopped,two.started,two.stopped,one.started,one.stopped,blank_countdown.started,blank_countdown.stopped,WMresp,WMresp_acc,oriMemo,gyre,oriTest,cue,slider.started,textPAS_firstGabor.started,PASkey.started,slider.response,slider.rt,PASkey.keys,PASkey.corr,PASkey.rt,spacebarContinue.started,textBreak.started,spacebarContinue.keys,spacebarContinue.rt,spacebar_reminder.keys,spacebar_TrainingPAS1.keys,spacebar_endpractice.keys,spacebar_reminder.started,textReminder.started,spacebar_reminder.rt,textInst_TrainingPAS1.started,spacebar_TrainingPAS1.started,spacebar_TrainingPAS1.rt,textend_practicePAS1.started,spacebar_endpractice.started,spacebar_endpractice.rt,textThanks.started,textThanks.stopped,laboratory,participant,session,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,left,1,130,-30,100,2,2109.889124,2109.889124,2109.889124,None,None,4,0,0.8593314,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,left,1,100,-30,70,2,2118.439516,2118.439516,2118.439516,None,None,4,0,1.964893,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,left,1,10,-30,-20,2,2126.639873,2126.639873,2126.639873,None,None,4,0,1.1964761,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,left,1,40,-30,10,2,2134.856936,2134.856936,2134.856936,None,None,4,0,1.0275787,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,left,1,130,-30,100,2,2144.740703,2144.740703,2144.740703,None,None,4,0,2.359746,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055818418,left,0,40,30,70,1,2156.257857,2156.257857,2156.257857,None,None,1,1,2.0585488,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065818418,left,1,160,-30,130,1,2165.158274,2165.158274,2165.158274,None,None,1,1,0.8380842,0.142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075818418,left,0,100,30,130,1,2172.075249,2172.075249,2172.075249,None,None,1,1,0.6652655,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085818418,right,1,130,30,160,1,2181.608988,2181.608988,2181.608988,None,None,2,0,3.7713826,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,left,1,10,-30,-20,2,2195.792957,2195.792957,2195.792957,None,None,4,0,1.6995274,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,left,1,70,-30,40,2,2205.843403,2205.843403,2205.843403,None,None,4,0,2.0250808,0.272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075818418,left,0,40,30,70,1,2214.860509,2214.860509,2214.860509,None,None,1,1,1.2480623,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,left,1,160,-30,130,2,2225.510957,2225.510957,2225.510957,None,None,4,0,2.4614985,0.307692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085818418,left,0,70,30,100,1,2236.328133,2236.328133,2236.328133,None,None,2,0,0.64439,0.285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,right,1,10,30,40,2,2242.995105,2242.995105,2242.995105,None,None,4,0,1.4573798,0.266666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,right,1,130,30,160,2,2250.828771,2250.828771,2250.828771,None,None,4,0,2.727676,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,left,1,100,-30,70,2,2260.57921,2260.57921,2260.57921,None,None,4,0,2.3773495,0.235294118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,left,1,70,-30,40,2,2269.446301,2269.446301,2269.446301,None,None,4,0,1.6142191,0.222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075818418,right,1,40,30,70,1,2281.413455,2281.413455,2281.413455,None,None,2,0,0.5751077,0.210526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065818418,left,1,160,-30,130,1,2291.247256,2291.247256,2291.247256,None,None,2,0,0.6691862,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055818418,right,1,10,30,40,1,2301.231024,2301.231024,2301.231024,None,None,1,1,0.9495852,0.19047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065818418,left,0,160,30,190,1,2309.631398,2309.631398,2309.631398,None,None,1,1,1.1411094,0.227272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075818418,right,1,100,30,130,1,2317.415098,2317.415098,2317.415098,None,None,1,1,0.6213472,0.260869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2318.065114,2319.065141,space,8.2433644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075818418,,,,,,,,,,,,,,,,,,,,2327.332188,2328.032215,2328.31555,2329.015598,2329.3156,2330.015641,2330.015641,2330.365649,right,1,40,30,70,1,2336.149245,2336.149245,2336.149245,None,None,3,0,3.8712024,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,10,30,40,0,2346.933088,2346.933088,2346.933088,None,None,1,1,0.567373,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,10,-30,-20,0,2353.900045,2353.900045,2353.900045,None,None,1,1,0.7924796,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065818418,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,10,30,40,1,2361.35038,2361.35038,2361.35038,None,None,1,1,0.6461682,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,40,-30,10,0,2374.784341,2374.784341,2374.784341,None,None,1,1,1.1401666,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,100,30,130,0,2383.284703,2383.284703,2383.284703,None,None,1,1,0.6799878,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075818418,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,10,30,40,1,2389.968352,2389.968352,2389.968352,None,None,1,1,0.8521292,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085818418,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,130,-30,100,1,2398.81873,2398.81873,2398.81873,None,None,2,0,2.0739118,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075818418,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,70,30,100,1,2407.902494,2407.902494,2407.902494,None,None,2,0,1.4461039,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,40,-30,10,0,2416.486198,2416.486198,2416.486198,None,None,1,1,0.5423678,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,160,-30,130,0,2424.936598,2424.936598,2424.936598,None,None,1,1,0.6439764,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065818418,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,160,30,190,1,2431.68688,2431.68688,2431.68688,None,None,1,1,0.8297206,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075818418,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,70,30,100,1,2441.320644,2441.320644,2441.320644,None,None,1,1,0.707944,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085818418,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,130,30,160,1,2448.820963,2448.820963,2448.820963,None,None,1,1,0.5596985,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095818418,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,100,-30,70,1,2455.137915,2455.137915,2455.137915,None,None,1,1,0.6986837,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105818418,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,10,-30,-20,1,2463.104953,2463.104953,2463.104953,None,None,2,0,1.2757575,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,100,-30,70,0,2470.371953,2470.371953,2470.371953,None,None,1,1,0.504589,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095818418,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,10,-30,-20,1,2479.155657,2479.155657,2479.155657,None,None,2,0,1.0249584,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,70,-30,40,0,2486.806013,2486.806013,2486.806013,None,None,1,1,0.6625901,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,130,-30,100,2,2495.806422,2495.806422,2495.806422,None,None,4,0,1.6701275,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085818418,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,40,30,70,1,2504.090122,2504.090122,2504.090122,None,None,3,0,4.6745576,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075818418,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,130,30,160,1,2516.52401,2516.52401,2516.52401,None,None,2,0,0.8166038,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065818418,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,40,30,70,1,2523.3743,2523.3743,2523.3743,None,None,2,0,5.0542792,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055818418,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,160,30,190,1,2535.708208,2535.708208,2535.708208,None,None,2,0,0.7124155,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2536.441537,2536.441537,space,6.1872073,None,None,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,1,2024-10-30_14h59.33.231,uWM_experiment,2022.2.3,59.99887202
